"iec","company_name","file_number","file_date","application_type","office_id","old_name","address_line_1","address_line_2","city","district","state","pincode","gstin","membership_category","star_rating","annual_turnover","export_turnover","rcmc_valid_upto"
"AAICD7904K","DESIGNER MULBERRY SPACES PRIVATE LIMITED","RCMCAPPLYFIEO00012931AM25","2024-04-14","Issuance of e-RCMC","4",NULL,"NEAR SURYA SHOPPING CENTER, 501, SRISHTI BUILDING NO. 340 CHS LTD, SECTOR 3,","MIRA ROAD EAST, MIRA BHYANDAR, THANE","THANE","THANE","MAHARASHTRA","401107","27AAICD7904K1ZB","Premium Multi Product Group Category","-","51752855","0","2025-03-31"
"AAICD8213H","DIARY VALLEY PRIVATE LIMITED","RCMCRENEWFIEO00031232AM23","2022-10-27","Renewal of e-RCMC","2",NULL,"SHOP S-8, 2ND FLOOR,  MANISH METRO PLAZA,","PLOT NO.2, POCKET-5, SECTOR-12, DWARKA","NEW DELHI","SOUTH WEST DELHI","DELHI","110078","07AAICD8213H1ZO","Premium Multi Product Group Category","-","1178039189.3","0","2023-03-31"
"AAICD8439P","DELMINS FOOD PRIVATE LIMITED","RCMCAPPLYFIEO00045636AM26","2025-06-30","Issuance of e-RCMC","9",NULL,"117/258","L BLOCK NAVEEN NAGAR KAKADEO","KANPUR","KANPUR NAGAR","UTTAR PRADESH","208025","09AAICD8439P1ZR","Multi Product Group Category","-","0","0","2026-03-31"
"AAICD9249D","D.P.V. EXPORTS (INDIA) PRIVATE LIMITED","RCMCAPPLYFIEO00053458AM23","2023-03-27","Issuance of e-RCMC","13",NULL,"30, AHILYA NAGAR EXTENTION",NULL,"INDORE","INDORE","MADHYA PRADESH","452009","23AAICD9249D1ZO","Multi Product Group Category","-","0","0","2026-03-31"
"AAICD9529N","DRISHAN INDUSTRIES PRIVATE LIMITED","RCMCAMENDFIEO00053700AM26","2025-08-05","Amendment of e-RCMC","12",NULL,"C-404, GANESH GLORY-11,","JAGATPUR ROAD, NEAR BSNL OFFICE, JAGATPUR","AHMEDABAD","AHMEDABAD","GUJARAT","382470","24AAICD9529N1Z2","Multi Product Group Category","-","0","0","2026-03-31"
"AAICD9834C","DFS COMPOSITES INDIA PRIVATE LIMITED","RCMCAPPLYFIEO00067832AM25","2024-11-14","Issuance of e-RCMC","12",NULL,"UNIT NO. 344, TOWER-B-2, SPAZE I-TECH PARK","SECTOR-49, SOHNA ROAD","GURGAON","GURUGRAM","HARYANA","122018","06AAICD9834C1ZN","Premium Multi Product Group Category","-","56500000","0","2025-03-31"
"AAICD9950D","DHRUV MINING AND MINERAL SOLUTIONS PRIVATE LIMITED","RCMCRENEWFIEO00064322AM24","2023-12-11","Renewal of e-RCMC","18",NULL,"26-16-203 , ISKON CITY","BESIDE HOUSE OF ANIL KUMAR YADAV","NELLORE","SPSR NELLORE","ANDHRA PRADESH","524003","37AAICD9950D1ZF","Multi Product Group Category","-","0","0","2024-03-31"
"AAICE0318A","EK DESIGN INDUSTRIES LIMITED","RCMCAPPLYFIEO00047787AM26","2025-07-08","Issuance of e-RCMC","4",NULL,"602, VB CAPITOL, RANGE HILL ROAD","SHIVAJINAGAR, CTS NO 2709, SURVEY NO 209/1A/1, AUNDH","PUNE","PUNE","MAHARASHTRA","411007","27AAICE0318A1Z9","Premium Multi Product Group Category","-","55255528","0","2026-03-31"
"AAICE0603J","EXPOEXPERT BRIGHT (OPC) PRIVATE LIMITED","RCMCAPPLYFIEO00055256AM25","2024-08-20","Issuance of e-RCMC","13",NULL,"G-39, KAKDA ABHINAV HOMES,","AYODHYA BY PASS ROAD","BHOPAL","BHOPAL","MADHYA PRADESH","462041","23AAICE0603J1Z2","Multi Product Group Category","-","0","0","2025-03-31"
"AAICE0904A","ESSENZEN LABORATORIES PRIVATE LIMITED","RCMCAPPLYFIEO00078398AM25","2025-01-26","Issuance of e-RCMC","2",NULL,"109, HATOD INDUSTRIAL AREA","KHARELI","DHAR","DHAR","MADHYA PRADESH","454111","23AAICE0904A1ZH","Multi Product Group Category","-","0","0","2026-03-31"
"AAICE0957D","ENERO JEWELS PRIVATE LIMITED","RCMCRENEWFIEO00000385AM26","2025-03-31","Renewal of e-RCMC","12",NULL,"A 2105 PRIVILON","BEHIND ISCON TEMPLE AMBLI BOPAL BRT ROAD BODAKDEV","AHMEDABAD","AHMEDABAD","GUJARAT","380054","24AAICE0957D1ZW","Multi Product Group Category","-","0","0","2026-03-31"
"AAICE1081A","EAGLEVIEW GLOBAL TRADES PRIVATE LIMITED","RCMCAPPLYFIEO00052943AM25","2024-08-06","Issuance of e-RCMC","4",NULL,"C/O MADHUKAR SHAMRAO NAO., WARDNO3 CHANDRAPUR","BABUPETH, CHANDRAPUR,","CHANDRAPUR","CHANDRAPUR","MAHARASHTRA","442403","27AAICE1081A1Z3","Multi Product Group Category","-","0","0","2025-03-31"
"AAICE1645C","ELFRICK HEALTHCARE PRIVATE LIMITED","RCMCAPPLYFIEO00080411AM25","2025-02-06","Issuance of e-RCMC","12",NULL,"F-802, ORCHID PARADISE","OPP. SAFAL PARISAR-1 , NEAR SOBO CENTER, SOUTH BOPAL","AHMEDABAD","AHMEDABAD","GUJARAT","380058","24AAICE1645C1Z3","Multi Product Group Category","-","0","0","2026-03-31"
"AAICE2695Q","EDDY ELECTRICALS AND TRANSFORMERS PRIVATE LIMITED","RCMCAPPLYFIEO00050741AM25","2024-07-25","Issuance of e-RCMC","16",NULL,"8/238 A, MALIKA PEEDIKA,","KARUMALLOOR PANCHAYATH, KARUMALLOOR, PARAVUR","ERNAKULAM","ERNAKULAM","KERALA","683511","32AAICE2695Q1Z1","Multi Product Group Category","-","0","0","2025-03-31"
"AAICE3036B","ECO DINE MANUFACTURING SOLUTIONS (OPC) PRIVATE LIMITED","RCMCRENEWFIEO00092509AM25","2025-03-20","Renewal of e-RCMC","14",NULL,"19-6-T-434/2(1) COZY CORNER BUILDING, HOIGHE BAZAR ROAD,","19-6-T-434/2(1) COZY CORNER BUILDING, HOIGHE BAZAR ROAD,","MANGALORE","DAKSHINA KANNADA","KARNATAKA","575001","29AAICE3036B1ZY","Multi Product Group Category","-","2000000","0","2026-03-31"
"AAICE3502G","ENVENTURES EXIM GLOBAL PRIVATE LIMITED","RCMCAPPLYFIEO00076048AM25","2025-01-10","Issuance of e-RCMC","14",NULL,"C/O C A GANGAVVA, VENKATTAPA LYT BY PASS RO","GONIKOPPAL, VIRAJPET","KODAGU","CHIKKAMAGALURU","KARNATAKA","571213","29AAICE3502G1ZT","Multi Product Group Category","-","0","0","2026-03-31"
"AAICE3616P","ENJAY GLOBAL EXPORTS PRIVATE LIMITED","RCMCAPPLYFIEO00087231AM25","2025-03-09","Issuance of e-RCMC","4",NULL,"B140, SHATA-TARAKA CHS LTD, NEART RTO, 4 BUNGLOWS,","ANDHERI WEST,","MUMBAI","MUMBAI SUBURBAN","MAHARASHTRA","400053","27AAICE3616P1Z7","Multi Product Group Category","-","0","0","2026-03-31"
"AAICE3954C","EXCELERO EXIM PRIVATE LIMITED","RCMCAPPLYFIEO00071030AM25","2024-12-05","Issuance of e-RCMC","15",NULL,"NAME OF PREMISES/BUILDING: AVANTIKA'S DHRUVA ROAD/STREET: RAGHAVENDRA COLONY","LOCALITY/SUB LOCALITY: KONDAPUR, SERILINGAMPALLY CITY/TOWN/VILLAGE: HYDERABAD","HYDERABAD","RANGAREDDY","TELANGANA","500084","36AAICE3954C1ZQ","Multi Product Group Category","-","0","0","2025-03-31"
"AAICE5055G","EAUTEC CHEMICAL MFG PRIVATE LIMITED","RCMCAPPLYFIEO00078173AM25","2025-01-23","Issuance of e-RCMC","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Multi Product Group Category","-","0","0","2026-03-31"
"AAICE5324L","EMARK GLOBAL LIMITED","RCMCAPPLYFIEO00026225AM26","2025-05-07","Issuance of e-RCMC","4",NULL,"588, BLDG-C, MOJE MAHUVEJ","OPP FAIRDEAL TEXTILE PARK, KOSAMBA BAZAR","MANGROL","SURAT","GUJARAT","394120","24AAICE5324L1ZK","Multi Product Group Category","-","0","0","2026-03-31"
"AAICE6396A","EXOTIK HYGIENE PRIVATE LIMITED","RCMCAPPLYFIEO00071873AM26","2025-12-02","Issuance of e-RCMC","4",NULL,"FLAT NO 102,WING B3, RAKSHAK NAGAR GOLD ROAD,","CAMBRIDGE INTERNATIONAL PRESCHOOL KHARADI","PUNE","PUNE","MAHARASHTRA","411014","27AAICE6396A1ZJ","Multi Product Group Category","-","0","0","2026-03-31"
"AAICE6533H","EQUINEXT ENGINEERING TECHNOLOGIES PRIVATE LIMITED","RCMCAPPLYFIEO00057791AM26","2025-08-28","Issuance of e-RCMC","4",NULL,"UNIT NO.201 PLOT NO.B-44 & B-44/A 2ND FLOOR","CENTURA SQUARE ROAD NO 27 PANCHPAKHADI WAGLE ESTATE","THANE","THANE","MAHARASHTRA","400604","27AAICE6533H1ZI","Multi Product Group Category","-","0","0","2026-03-31"
"AAICE7139H","ELEVATEERA GLOBAL PRIVATE LIMITED","RCMCAPPLYFIEO00057854AM26","2025-08-28","Issuance of e-RCMC","13",NULL,"207, TOPAZ B","RAINBOW RESIDENCY, SNEHLATA GANJ","INDORE","INDORE","MADHYA PRADESH","452007","23AAICE7139H1ZM","Multi Product Group Category","-","0","0","2026-03-31"
"AAICE7287N","EEG OVERSEAS PRIVATE LIMITED","RCMCAPPLYFIEO00069070AM26","2025-11-16","Issuance of e-RCMC","4",NULL,"PLOT NO C-24, EXCELLENT ENVIRO, WALUJ MIDC","NEW MAHARANA PRATAP CHOWK, VALADGAON","CHHATRAPATI SAMBHAJI NAGAR","AURANGABAD","MAHARASHTRA","431136","27AAICE7287N1ZS","Multi Product Group Category","-","0","0","2026-03-31"
"AAICE7649C","EFIPHARMIND GLOBAL PRIVATE LIMITED","RCMCAMENDFIEO00055827AM26","2025-08-18","Amendment of e-RCMC","4",NULL,"202, SAI KRISHNA TOWER COSMOS SOC","BEVERLY PARK, MIRAROAD EAST","MIRA ROAD EAST","THANE","MAHARASHTRA","401107","27AAICE7649C1ZH","Multi Product Group Category","-","0","0","2026-03-31"
"AAICE7922L","EDENCITY MARKETING AND EXPORT PRIVATE LIMITED","RCMCAPPLYFIEO00027930AM26","2025-05-12","Issuance of e-RCMC","3",NULL,"IDEAL PLAZA, 11/1 SARAT BOSE ROAD, 4TH FLOOR, N410","AJC BOSE ROAD","KOLKATA","KOLKATA","WEST BENGAL","700020","19AAICE7922L1Z3","Multi Product Group Category","-","0","0","2026-03-31"
"AAICE8466H","ECOVERTEX GLOBAL VENTURES PRIVATE LIMITED","RCMCAPPLYFIEO00061136AM26","2025-09-17","Issuance of e-RCMC","6",NULL,"KHASRA NO. 1502-1503","231/2/1(0-15), 232/2/3 (1-16)","MANDI GOVINDGARH","FATEHGARH SAHIB","PUNJAB","147301","03AAICE8466H1ZG","Multi Product Group Category","-","0","0","2026-03-31"
"AAICE8554A","ECOVARA PRIVATE LIMITED","RCMCAPPLYFIEO00054229AM26","2025-08-07","Issuance of e-RCMC","2",NULL,"KHEWAT NO. 784","KHATONI NO. 1047, KHASRA NO. 29","SIRSA","SIRSA","HARYANA","125055","06AAICE8554A1ZE","Multi Product Group Category","-","0","0","2026-03-31"
"AAICE8940Q","ENBANA CONNECT PRIVATE LIMITED","RCMCAPPLYFIEO00069879AM26","2025-11-19","Issuance of e-RCMC","4",NULL,"812 JAMPORE, MOTI DAMAN",NULL,"DAMAN","DAMAN","DAMAN AND DIU","396220","26AAICE8940Q1ZU","Multi Product Group Category","-","0","0","2026-03-31"
"AAICE9123B","EVOLVE SURFACES LIMITED","RCMCAPPLYFIEO00054322AM26","2025-08-07","Issuance of e-RCMC","4",NULL,"601 A&B , 6TH FLOOR, A WING , POONAM CHAMBERS","DR. ANNIE BESANT ROAD, WORLI","MUMBAI","MUMBAI","MAHARASHTRA","400018","27AAICE9123B1ZU","Multi Product Group Category","-","0","0","2026-03-31"
"AAICE9229Q","ECOTRADE INTERNATIONAL PRIVATE LIMITED","RCMCAPPLYFIEO00062135AM26","2025-09-23","Issuance of e-RCMC","9",NULL,"84/20-20 A","JK IRON COMPOUND FAZALGANJ","KANPUR NAGAR","KANPUR NAGAR","UTTAR PRADESH","208012","09AAICE9229Q1ZQ","Multi Product Group Category","-","0","0","2026-03-31"
"AAICG0337K","GREENLAM LIMITED","RCMCRENEWFIEO00037302AM26","2025-06-04","Renewal of e-RCMC","2",NULL,"PLOT NO. 19, 19A, 19A-1, IP NAIDUPET, NAIDUPET MANDAL","MENAKURU VILLAGE, DISTRICT TIRUPATI,","ANDHRA PRADESH","SPSR NELLORE","ANDHRA PRADESH","524421","37AAICG0337K1ZI","Premium Multi Product Group Category","-","676300000","379025670.04","2027-03-31"
"AAICG0338G","GREENVIRO GLOBAL PRIVATE LIMITED","RCMCRENEWFIEO00104423AM25","2025-03-30","Renewal of e-RCMC","17",NULL,"NO 22, 1ST FLOOR,SRI DHANALAKSHMI NAGAR,MASAKKALIPALAYAM,UPPLIPALAYAM POST,",NULL,"COIMBATORE","COIMBATORE","TAMIL NADU","641015","33AAICG0338G1ZY","Multi Product Group Category","-","26110888","0","2026-03-31"
"AAICG0529K","GKG SCAFFS PRIVATE LIMITED","RCMCRENEWFIEO00045117AM25","2024-06-30","Renewal of e-RCMC","6",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Multi Product Group Category","-","0","0","2025-03-31"
"AAICG0534G","GEMCORP RECYCLING & TECHNOLOGIES PRIVATE LIMITED","RCMCRENEWFIEO00004424AM26","2025-04-02","Renewal of e-RCMC","4",NULL,"MOUJE VILLAGE, DALPUR, SURVEY NO.453, OLD SURVEY NO-180B","TALUKA PRANTIJ","SABAR KANTHA","SABAR KANTHA","GUJARAT","383120","24AAICG0534G1ZZ","Premium Multi Product Group Category","-","1914090564","0","2026-03-31"
"AAICG0650K","GLS ELOPAK PRIVATE LIMITED","RCMCAMENDFIEO00037202AM25","2024-06-04","Amendment of e-RCMC","2",NULL,"VILLAGE GURAWARA,","TEHSIL-PALHAWAS","REWARI","REWARI","HARYANA","123035","06AAICG0650K1ZN","Multi Product Group Category","-","0","0","2029-03-31"
"AAICG0689G","GIRIDHAN METAL PRIVATE LIMITED","RCMCRENEWFIEO00096081AM24","2024-03-29","Renewal of e-RCMC","3",NULL,"39, 2ND FLOOR","PREMLATA, SHAKESPEARE SARANI","KOLKATA","KOLKATA","WEST BENGAL","700017","19AAICG0689G1ZA","Premium Multi Product Group Category","-","13530000000","0","2026-03-31"
"AAICG0750A","GREEN TECHNNOVATIONS SOLUTIONS PRIVATE LIMITED","RCMCAPPLYFIEO00038161AM23","2023-01-09","Issuance of e-RCMC","4",NULL,"368/1 NANA PETH FL NO 101 RAMPRASAD CHEMBERS",NULL,"PUNE","PUNE","MAHARASHTRA","411002","27AAICG0750A1Z3","Multi Product Group Category","-","32293806","0","2023-03-31"
"AAICG1244R","GNS ENGINEERING & METALLURGICAL CONSULTANT PRIVATE LIMITED","RCMCRENEWFIEO00001353AM25","2024-03-31","Renewal of e-RCMC","13",NULL,"219","CHETAK CHAMBER, RNT MARG,","INDORE","INDORE","MADHYA PRADESH","452001","23AAICG1244R1ZD","Multi Product Group Category","-","40000000","0","2025-03-31"
"AAICG1260B","GLOBAL POLYTECH (INDIA) PRIVATE LIMITED","RCMCRENEWFIEO00034716AM24","2023-06-20","Renewal of e-RCMC","4",NULL,"NEMEENATH INDL. ESTATE 1ST FLR","GALA NO. 8,S.N. 25 NAVGHAR RD EAST","VASAI","THANE","MAHARASHTRA","401210","27AAICG1260B1Z2","Premium Multi Product Group Category","-","174126915","0","2027-03-31"
"AAICG1354J","GYPMART INDIA PRIVATE LIMITED","RCMCRENEWFIEO00077790AM25","2025-01-22","Renewal of e-RCMC","3",NULL,"SAI KRISHNA BUILDING, 1ST FLOOR","10C, HUNGERFORD STREET","KOLKATA","KOLKATA","WEST BENGAL","700017","19AAICG1354J1ZF","Premium Multi Product Group Category","-","152532459.31","472500","2026-03-31"
"AAICG1415A","GOEL & GOEL INDIA PRIVATE LIMITED","RCMCRENEWFIEO00031315AM26","2025-05-20","Renewal of e-RCMC","6",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Multi Product Group Category","-","0","0","2026-03-31"
"AAICG1499G","GENIQUE MEDCROP PRIVATE LIMITED","RCMCAPPLYFIEO00062367AM24","2023-11-27","Issuance of e-RCMC","2",NULL,"YASH TOWER, PARKASH VIHAR","MAIN GT ROAD NEAR HP PETROL PUMP","PALWAL","FARIDABAD","HARYANA","121102","06AAICG1499G1ZF","Premium Multi Product Group Category","-","170023950","0","2024-03-31"
"AAICG1670K","GURULAXMI TEXTILES PRIVATE LIMITED","RCMCRENEWFIEO00021540AM24","2023-05-16","Renewal of e-RCMC","4",NULL,"AT BHARI, NAGPUR ROAD,","BHARI, YAVATMAL","YAVATMAL","YAVATMAL","MAHARASHTRA","445001","27AAICG1670K1ZD","Premium Multi Product Group Category","-","2167172713","394265593","2026-03-31"
"AAICG1907F","GBB SCIENTIFIC INSTRUMENTS PRIVATE LIMITED","RCMCAPPLYFIEO00018108AM25","2024-04-22","Issuance of e-RCMC","6",NULL,"NEAR DARUL ULOOM,SHAH HAMDAN BEERWAH,RATHSUN A MAGAM,BUDGAM ,JAMMU AND KASHMIR","RATHSUN-BEERWAH DISTTIC-BUDGAM","SRINAGAR","BADGAM","JAMMU AND KASHMIR","193401","01AAICG1907F1Z6","Multi Product Group Category","-","0","0","2025-03-31"
"AAICG2011L","GREENPRO VENTURES PRIVATE LIMITED","RCMCRENEWFIEO00047821AM23","2023-03-15","Renewal of e-RCMC","12",NULL,"SY.NO. 421/1, 422, 423/2 THONDAWADI","VILLAGE, BEGURU HOBLI, GUNDLUPET TALUK,","CHAMARAJANAGAR","CHAMARAJANAGAR","KARNATAKA","571109","29AAICG2011L1ZM","Premium Multi Product Group Category","-","358565626","358565626","2026-03-31"
"AAICG2249Q","GREENOVOC SPECIALTY COATINGS PRIVATE LIMITED","RCMCAPPLYFIEO00026299AM23","2022-08-24","Issuance of e-RCMC","4",NULL,"R-406, TTC INDUSTRIAL AREA, MIDC,","THANE-BELAPUR ROAD, RABALE","NAVI MUMBAI","THANE","MAHARASHTRA","400701","27AAICG2249Q1Z0","Multi Product Group Category","-","37182707","13891970","2023-03-31"
"AAICG2601A","GOODWIN REFRACTORY SERVICES INDIA PRIVATE LIMITED","RCMCRENEWFIEO00091534AM25","2025-03-19","Renewal of e-RCMC","5",NULL,"39/5, OLD MAHABALIPURAM ROAD,","KALAVAKKAM, THIRUPPORUR,CHENGALPATTU,","CHENGALPATTU","CHENGALPATTU","TAMIL NADU","603110","33AAICG2601A1ZG","Premium Multi Product Group Category","-","830044000","71640000","2026-03-31"
"AAICG2617E","GURDEEP SINGH AND SONS PRIVATE LIMITED","RCMCAPPLYFIEO00041783AM26","2025-06-19","Issuance of e-RCMC","6",NULL,"B/11, NEW INDUSTRIAL FOCAL POINT","MEHTA ROAD CONTACT NO: 918146560234","AMRITSAR","AMRITSAR","PUNJAB","143001","03AAICG2617E1Z3","Multi Product Group Category","-","0","0","2026-03-31"
"AAICG2722Q","GMAX INDUSTRIES PRIVATE LIMITED","RCMCAPPLYFIEO00069384AM25","2024-11-25","Issuance of e-RCMC","12",NULL,"AT NAVI CHAVAND RS NO-12 AND 13,","OPP. JAY AMBE HOSPITAL , CONTACT NO: 918140221567","VISAVADAR","JUNAGADH","GUJARAT","362120","24AAICG2722Q1ZC","Multi Product Group Category","-","7646328","7380945","2025-03-31"
"AAICG2734L","GRANDIANA UNIVERSAL PRIVATE LIMITED","RCMCRENEWFIEO00078689AM25","2025-01-27","Renewal of e-RCMC","14",NULL,"A 301 B  BLOCK   RNS SHANTHI NIVAS","YESHWANTHPUR","BANGALORE","BENGALURU URBAN","KARNATAKA","560022","29AAICG2734L1Z8","Multi Product Group Category","-","4.3","0","2026-03-31"
"AAICG2786J","GARWARE FULFLEX INDIA PRIVATE LIMITED","RCMCRENEWFIEO00026663AM26","2025-05-08","Renewal of e-RCMC","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Three Star Export House Category","Three Star Export House","3820189000","3417853000","2026-03-31"
"AAICG3115H","GARWARE HEALTHCARE INDIA PRIVATE LIMITED","RCMCRENEWFIEO00026705AM26","2025-05-08","Renewal of e-RCMC","4",NULL,"2ND FLOOR, FLAT NO 2A 3, MAKER BHAVAN 2 18 VITTHALDAS THACKAREY","MARG CHURCHGATE, NEAR INCOME TAX OFFICE, NEW MARINE LINE","MUMBAI","MUMBAI","MAHARASHTRA","400020","27AAICG3115H1ZS","Premium Multi Product Group Category","-","4250000000","3417853000","2026-03-31"
"AAICG3267A","GROWIT INDIA PRIVATE LIMITED","RCMCAPPLYFIEO00018906AM26","2025-04-22","Issuance of e-RCMC","4",NULL,"PLOT NO 374, SHED A/2, ALPHA INDUSTRIAL PARK,","ATHIAWAD, DABHEL, DAMAN","DAMAN","DAMAN","DAMAN AND DIU","396210","26AAICG3267A1ZV","Premium Multi Product Group Category","-","480000000","0","2026-03-31"
"AAICG3300L","GFE BUSINESS SERVICES PRIVATE LIMITED","RCMCRENEWFIEO00105038AM25","2025-03-30","Renewal of e-RCMC","12",NULL,"403/A, SHIVALIK COMPLEX,","OPP. BANK OF BARODA, NEAR PANCHVATI CROSS ROAD, PANCHVATI","AHMEDABAD","AHMEDABAD","GUJARAT","380006","24AAICG3300L1ZU","Multi Product Group Category","-","0","0","2026-03-31"
"AAICG3554C","GARDEN'S NEED PRIVATE LIMITED","RCMCRENEWFIEO00056178AM26","2025-08-19","Renewal of e-RCMC","2",NULL,"B-3","SECTOR A5/6","TRONICA CITY","GHAZIABAD","UTTAR PRADESH","201103","09AAICG3554C1ZP","Premium Multi Product Group Category","-","850000000","0","2026-03-31"
"AAICG4464D","GLIESSE PHARMACEUTICALS PRIVATE LIMITED","RCMCRENEWFIEO00090578AM24","2024-03-26","Renewal of e-RCMC","12",NULL,"10TH FLOOR ,SHOP NO 1007","ATLANTIS PRAHLADNAGAR ROAD  SATELLITE","AHMEDABAD","AHMEDABAD","GUJARAT","380015","24AAICG4464D1ZS","Premium Multi Product Group Category","-","55000000","0","2027-03-31"
"AAICG4481C","GURIT WIND PRIVATE LIMITED","RCMCRENEWFIEO00054492AM23","2023-03-28","Renewal of e-RCMC","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Premium Multi Product Group Category","-","1997186001","188182872","2028-03-31"
"AAICG4653N","GSINFOTECHVIS PRIVATE LIMITED","RCMCAPPLYFIEO00068734AM24","2024-01-14","Issuance of e-RCMC","4",NULL,"1ST FLOOR SHOP NO 103","PRIDE PURPLE SQUARE","PUNE","PUNE","MAHARASHTRA","411057","27AAICG4653N1Z2","Multi Product Group Category","-","0","0","2024-03-31"
"AAICG4655L","G. K. ALLOYS PRIVATE LIMITED","RCMCRENEWFIEO00035676AM24","2023-06-22","Renewal of e-RCMC","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Multi Product Group Category","-","0","0","2027-03-31"
"AAICG4742N","GLS POLYFILMS PRIVATE LIMITED","RCMCRENEWFIEO00095780AM24","2024-03-29","Renewal of e-RCMC","2",NULL,"VILLAGE GURAWARA PALHAWAS REWARI",NULL,"GURGAON","REWARI","HARYANA","123035","06AAICG4742N1Z8","Premium Multi Product Group Category","-","3527592000","59934011.86","2025-03-31"
"AAICG4835A","GEOPACIFIC TRADING PRIVATE LIMITED","RCMCRENEWFIEO00039913AM24","2023-07-11","Renewal of e-RCMC","4",NULL,"PLOT NO 119, NEHRU COLONY, PENSION NAGAR","NEAR RAMDEVBABA COLLEGE","NAGPUR","NAGPUR","MAHARASHTRA","440013","27AAICG4835A1ZT","Multi Product Group Category","-","0","0","2024-03-31"
"AAICG5018M","GEOTECH INDUSTRIES PRIVATE LIMITED","RCMCRENEWFIEO00099887AM25","2025-03-26","Renewal of e-RCMC","4",NULL,"TAINWALA HOUSE, ROAD NO.18,OPP PLOT NO 118, MIDC,ANDHERI EAST,MUMBAI",NULL,"MUMBAI","MUMBAI SUBURBAN","MAHARASHTRA","400093","27AAICG5018M1ZB","Premium Multi Product Group Category","-","396321236","4838590","2026-03-31"
"AAICG5642D","GTS ENGINEERING SOLUTION PRIVATE LIMITED","RCMCRENEWFIEO00068797AM24","2024-01-14","Renewal of e-RCMC","4",NULL,"301 D LUV KUSH APARTMENTS SINDHI SOCIETY,","CHEMBUR","MUMBAI","MUMBAI","MAHARASHTRA","400071","27AAICG5642D1ZO","Multi Product Group Category","-","42500000","0","2024-03-31"
"AAICG5734C","GENERAL POLYFILMS PRIVATE LIMITED","RCMCAPPLYFIEO00023750AM25","2024-05-01","Issuance of e-RCMC","12",NULL,"602 A WING INTERNATIONAL COMMERCE CENTER","NEAR KADIWALA SCHOOL MAJURA GATE","SURAT","SURAT","GUJARAT","395002","24AAICG5734C1ZV","Multi Product Group Category","-","0","0","2025-03-31"
"AAICG6064D","GARRY N SUN ORGANICS PRIVATE LIMITED","RCMCRENEWFIEO00091631AM24","2024-03-27","Renewal of e-RCMC","6",NULL,"VILLAGE NARANGWAL KHURD","NARANGWAL KALAN","LUDHIANA","LUDHIANA","PUNJAB","141203","03AAICG6064D1ZW","Multi Product Group Category","-","2625785","2626497","2025-03-31"
"AAICG6611Q","GLOBAL COCONUT FARMERS PRODUCER COMPANY LIMITED","RCMCRENEWFIEO00049885AM23","2023-03-21","Renewal of e-RCMC","17",NULL,"39, CHETTIPALAYAM ROAD","PALLADAM","TIRUPUR","TIRUPPUR","TAMIL NADU","641664","33AAICG6611Q1Z9","Multi Product Group Category","-","25297805","0","2026-03-31"
"AAICG6787F","GAYTRI INDUSTRIAL CORPORATION PRIVATE LIMITED","RCMCRENEWFIEO00090407AM25","2025-03-17","Renewal of e-RCMC","4",NULL,"2B, 3RD FLOOR, NITCO BUSINESS PARK, PLOT NO C-19","ROAD NO 16U, WAGLE INDUSTRIAL ESTATE","THANE","THANE","MAHARASHTRA","400604","27AAICG6787F1Z4","Premium Multi Product Group Category","-","234073221","0","2026-03-31"
"AAICG7056R","GAINWELL ENGINEERING PRIVATE LIMITED","RCMCRENEWFIEO00033138AM26","2025-05-25","Renewal of e-RCMC","3",NULL,"602, GODREJ WATERSIDE, 6TH FLOOR","TOWER I BLOCK-DP SECTOR-V SALT LAKE","KOLKATA","24 PARAGANAS NORTH","WEST BENGAL","700091","19AAICG7056R1ZO","Premium Multi Product Group Category","-","2690000000","1010000000","2026-03-31"
"AAICG7362A","GEES ENDEAVOUR PRIVATE LIMITED","RCMCAPPLYFIEO00079025AM25","2025-01-29","Issuance of e-RCMC","5",NULL,"NO.79/3F,","PULIYAMBEDU  STREET, PULIYAMBEDU","VELLAPPANCHAVADI","THIRUVALLUR","TAMIL NADU","600077","33AAICG7362A1ZW","Multi Product Group Category","-","29000000","0","2026-03-31"
"AAICG7515M","GRECIAN PRIVATE LIMITED","RCMCRENEWFIEO00069723AM24","2024-01-19","Renewal of e-RCMC","2",NULL,"A-156/1, SECOND FLOOR, BLOCK C, MAYAPURI PH II NEW DELHI",NULL,"NEW DELHI","WEST DELHI","DELHI","110064","07AAICG7515M1Z7","Multi Product Group Category","-","0","0","2025-03-31"
"AAICG7567K","GRANDMAA INTERNATIONAL LIMITED","RCMCAPPLYFIEO00065902AM24","2023-12-24","Issuance of e-RCMC","6",NULL,"HOUSE NO. 65, BACKSIDE GOVT. SCHOOL, RAHON ROAD","VILLAGE KHWAJKE","LUDHIANA","LUDHIANA","PUNJAB","141007","03AAICG7567K1Z7","Premium Multi Product Group Category","-","279275946","0","2025-03-31"
